,flux,lambda_obs,lambda_rest
20579,1.7720549,5127.493364298605,5144.6255
20580,1.7720549,5127.5809622389215,5144.7134
20581,1.7772894,5127.665153592669,5144.798
20582,1.7772894,5127.752264877762,5144.8853
20583,1.7802788,5127.8369428867345,5144.97
20584,1.785252,5127.921620895707,5145.055
20585,1.785252,5128.008732180799,5145.1426
20586,1.7953278,5128.0929235345475,5145.227
20587,1.7917435,5128.177601543519,5145.312
20588,1.7965854,5128.264712828612,5145.3994
20589,1.7956619,5128.349390837584,5145.4844
20590,1.7956619,5128.436502122676,5145.572
20591,1.7956619,5128.521180131648,5145.6567
20592,1.7956619,5128.605371485397,5145.741
20593,1.7930433,5128.692969425713,5145.829
20594,1.7930433,5128.777160779461,5145.9136
20595,1.7986201,5128.8618387884335,5145.9985
20596,1.7986201,5128.948950073525,5146.086
20597,1.8038424,5129.033628082498,5146.171
20598,1.8076553,5129.12073936759,5146.2583
20599,1.8082395,5129.205417376563,5146.3433
20600,1.8061991,5129.289608730311,5146.4277
20601,1.80823,5129.377206670627,5146.5156
20602,1.803151,5129.461398024376,5146.6
20603,1.803151,5129.548995964691,5146.688
20604,1.803151,5129.63318731844,5146.7725
20605,1.803151,5129.717865327412,5146.8574
20606,1.8042226,5129.804976612504,5146.945
20607,1.8042226,5129.889654621476,5147.03
20608,1.8011923,5129.973845975225,5147.1143
20609,1.7985077,5130.0614439155415,5147.202
20610,1.7985077,5130.145635269289,5147.2866
20611,1.7912399,5130.233233209606,5147.3745
20612,1.7912399,5130.317424563354,5147.459
20613,1.7871923,5130.402102572326,5147.544
20614,1.782976,5130.489213857419,5147.6313
20615,1.7839515,5130.573891866391,5147.7163
20616,1.7928162,5130.658569875363,5147.8013
20617,1.7928162,5130.745681160455,5147.8887
20618,1.7928162,5130.8303591694275,5147.9736
20619,1.7928162,5130.91747045452,5148.061
20620,1.7937272,5131.002148463492,5148.146
20621,1.7937272,5131.0863398172405,5148.2305
20622,1.7948003,5131.173937757557,5148.3184
20623,1.7936327,5131.258615766529,5148.4033
20624,1.7925034,5131.342807120277,5148.488
20625,1.7914006,5131.430405060593,5148.5757
20626,1.7914006,5131.514596414342,5148.66
20627,1.7926536,5131.602194354658,5148.748
20628,1.7926536,5131.686385708406,5148.8325
20629,1.7845552,5131.771063717379,5148.9175
20630,1.7871445,5131.858661657695,5149.0054
20631,1.7871445,5131.942853011443,5149.09
20632,1.7871445,5132.030450951759,5149.1777
20633,1.7871445,5132.114642305508,5149.262
20634,1.7873763,5132.19932031448,5149.347
20635,1.7873763,5132.286918254797,5149.435
20636,1.7960806,5132.371109608544,5149.5195
20637,1.7960806,5132.455787617517,5149.6045
20638,1.799125,5132.542898902609,5149.692
20639,1.8002661,5132.627576911581,5149.777
20640,1.8002661,5132.715174851897,5149.8647
20641,1.8114237,5132.799366205646,5149.949
20642,1.8114237,5132.884044214618,5150.034
20643,1.8281921,5132.971642154935,5150.122
20644,1.8205342,5133.055833508683,5150.2065
20645,1.8205342,5133.140511517655,5150.2915
20646,1.8205342,5133.227622802747,5150.379
20647,1.8205342,5133.312300811719,5150.464
20648,1.8198202,5133.399898752035,5150.552
20649,1.8198202,5133.484090105784,5150.636
20650,1.820757,5133.5687681147565,5150.721
20651,1.820757,5133.656366055073,5150.809
20652,1.8209014,5133.740557408821,5150.8936
20653,1.8216969,5133.825235417793,5150.9785
20654,1.8216969,5133.912833358109,5151.0664
20655,1.8195791,5133.997024711857,5151.151
20656,1.8195791,5134.0846226521735,5151.239
20657,1.816921,5134.169300661146,5151.3237
20658,1.8128988,5134.253492014895,5151.408
20659,1.8128988,5134.341089955211,5151.496
20660,1.8128988,5134.425767964183,5151.581
20661,1.8128988,5134.512879249275,5151.6685
20662,1.8103919,5134.597557258247,5151.7534
20663,1.8103919,5134.68223526722,5151.8384
20664,1.8050286,5134.769346552312,5151.926
20665,1.8050286,5134.854024561284,5152.0107
20666,1.8036335,5134.938702570256,5152.0957
20667,1.8026956,5135.026300510573,5152.1836
20668,1.8008897,5135.110491864321,5152.268
20669,1.7993723,5135.198089804637,5152.356
20670,1.7973671,5135.282767813609,5152.441
20671,1.7900885,5135.366959167358,5152.5254
20672,1.7900885,5135.454557107674,5152.6133
20673,1.7900885,5135.5392351166465,5152.698
20674,1.7900885,5135.623913125619,5152.783
20675,1.791052,5135.711024410711,5152.8706
20676,1.791052,5135.795702419683,5152.9556
20677,1.7912142,5135.883300359999,5153.0435
20678,1.7895374,5135.967491713747,5153.128
20679,1.7895374,5136.05216972272,5153.213
20680,1.7890097,5136.139767663036,5153.301
20681,1.7890097,5136.224445672008,5153.3857
20682,1.7886828,5136.308637025757,5153.47
20683,1.7884761,5136.396234966073,5153.558
20684,1.7894005,5136.480912975046,5153.643
20685,1.7909032,5136.568510915361,5153.731
20686,1.7909032,5136.65270226911,5153.8154
20687,1.7909032,5136.737380278082,5153.9004
20688,1.7909032,5136.824978218398,5153.9883
20689,1.7927755,5136.909656227371,5154.073
20690,1.7927755,5136.996767512463,5154.1606
20691,1.7929252,5137.081445521435,5154.2456
20692,1.7972834,5137.166123530407,5154.3306
20693,1.7972834,5137.253721470724,5154.4185
20694,1.7982663,5137.338399479696,5154.5034
20695,1.7982663,5137.422590833444,5154.588
20696,1.7988752,5137.51018877376,5154.676
20697,1.7988752,5137.594866782732,5154.7607
20698,1.8125814,5137.682464723049,5154.8486
20699,1.817823,5137.7666560767975,5154.933
20700,1.817823,5137.85133408577,5155.018
20701,1.817823,5137.938932026085,5155.106
20702,1.817823,5138.023610035058,5155.191
20703,1.818649,5138.10828804403,5155.276
20704,1.818649,5138.195399329123,5155.3633
20705,1.820521,5138.280077338095,5155.448
20706,1.8178315,5138.367675278411,5155.536
20707,1.8169115,5138.452353287384,5155.621
20708,1.8161482,5138.537031296356,5155.706
20709,1.8161482,5138.624629236671,5155.794
20710,1.8228706,5138.70882059042,5155.8784
20711,1.8228706,5138.796418530736,5155.9663
20712,1.8176875,5138.881096539709,5156.0513
20713,1.8218644,5138.965774548681,5156.136
20714,1.8218644,5139.053372488997,5156.224
20715,1.8218644,5139.13805049797,5156.309
20716,1.8218644,5139.222241851718,5156.3936
20717,1.821459,5139.309839792034,5156.4814
20718,1.821459,5139.394517801006,5156.5664
20719,1.830336,5139.482115741323,5156.6543
20720,1.830336,5139.566793750295,5156.7393
20721,1.8336089,5139.651471759267,5156.824
20722,1.8361703,5139.738583044359,5156.9116
20723,1.8361703,5139.823261053331,5156.9966
20724,1.8430612,5139.907939062304,5157.0815
20725,1.8430612,5139.99553700262,5157.1694
20726,1.8502162,5140.080215011592,5157.2544
20727,1.8532993,5140.167812951909,5157.3423
20728,1.8532993,5140.252490960881,5157.4272
20729,1.8532993,5140.337168969853,5157.512
20730,1.8532993,5140.424280254945,5157.5996
20731,1.8532178,5140.5089582639175,5157.6846
20732,1.8532178,5140.59363627289,5157.7695
20733,1.8578978,5140.681234213206,5157.8574
20734,1.8578978,5140.7659122221785,5157.9424
20735,1.859138,5140.853510162495,5158.0303
20736,1.8614748,5140.938188171467,5158.115
20737,1.8648032,5141.022866180439,5158.2
20738,1.8671503,5141.110464120755,5158.288
20739,1.8693966,5141.195142129727,5158.373
20740,1.87736,5141.28225341482,5158.4604
20741,1.87736,5141.366931423792,5158.5454
20742,1.87736,5141.451609432765,5158.6304
20743,1.87736,5141.539207373081,5158.7183
20744,1.87736,5141.623885382053,5158.803
20745,1.8792342,5141.708563391026,5158.888
20746,1.8805181,5141.796161331341,5158.976
20747,1.8804638,5141.880839340313,5159.061
20748,1.8804638,5141.96843728063,5159.149
20749,1.8812141,5142.053115289602,5159.234
20750,1.8812141,5142.137793298574,5159.319
20751,1.8811804,5142.225391238891,5159.4067
20752,1.8808998,5142.310069247863,5159.4917
20753,1.8775182,5142.394747256835,5159.5767
20754,1.8779271,5142.4823451971515,5159.6646
20755,1.8779271,5142.567023206124,5159.7495
20756,1.8779271,5142.654134491216,5159.837
20757,1.8779271,5142.738812500188,5159.922
20758,1.8797228,5142.823977164385,5160.0073
20759,1.8797228,5142.911088449477,5160.0947
20760,1.8780154,5142.995766458449,5160.1797
20761,1.8753432,5143.080444467421,5160.2646
20762,1.8753432,5143.168042407738,5160.3525
20763,1.8758863,5143.25272041671,5160.4375
20764,1.8758863,5143.340318357026,5160.5254
20765,1.8738139,5143.424996365999,5160.6104
20766,1.872718,5143.509674374971,5160.6953
20767,1.8696673,5143.597272315287,5160.783
20768,1.8599247,5143.68195032426,5160.868
20769,1.8599247,5143.769548264575,5160.956
20770,1.8599247,5143.854226273547,5161.041
20771,1.8599247,5143.93890428252,5161.126
20772,1.8578453,5144.026502222836,5161.214
20773,1.8578453,5144.111180231808,5161.299
20774,1.8565437,5144.195858240781,5161.384
20775,1.8509862,5144.283456181097,5161.4717
20776,1.8464389,5144.368134190069,5161.5566
20777,1.8473502,5144.4557321303855,5161.6445
20778,1.8473502,5144.540410139358,5161.7295
20779,1.842605,5144.625574803554,5161.815
20780,1.842605,5144.7126860886465,5161.9023
20781,1.8384694,5144.797850752842,5161.988
20782,1.8294907,5144.882528761815,5162.0728
20783,1.8294907,5144.970126702131,5162.1606
20784,1.8294907,5145.054804711103,5162.2456
20785,1.8294907,5145.14240265142,5162.3335
20786,1.831123,5145.227080660392,5162.4185
20787,1.831123,5145.311758669364,5162.5034
20788,1.8293432,5145.399356609681,5162.5913
20789,1.8293432,5145.484034618653,5162.6763
20790,1.8286471,5145.568712627625,5162.761
20791,1.8256705,5145.656310567941,5162.849
20792,1.8256705,5145.740988576913,5162.934
20793,1.8154614,5145.828586517229,5163.022
20794,1.8154614,5145.913264526202,5163.107
20795,1.8095293,5145.997942535174,5163.192
20796,1.8104117,5146.08554047549,5163.28
20797,1.8104117,5146.170218484463,5163.3647
20798,1.8104117,5146.257816424779,5163.4526
20799,1.8104117,5146.342981088975,5163.538
20800,1.8105186,5146.427659097947,5163.623
20801,1.8105186,5146.515257038263,5163.711
20802,1.7999551,5146.599935047236,5163.796
20803,1.7999551,5146.684613056208,5163.881
20804,1.7967736,5146.772210996524,5163.9688
20805,1.7987543,5146.856889005497,5164.0537
20806,1.7986809,5146.944486945813,5164.1416
20807,1.7955321,5147.029164954785,5164.2266
20808,1.792246,5147.114329618981,5164.312
20809,1.7731211,5147.2019275592975,5164.4
20810,1.7731211,5147.28660556827,5164.485
20811,1.7731211,5147.371283577242,5164.57
20812,1.7731211,5147.458881517558,5164.6577
20813,1.7731211,5147.543559526531,5164.7427
20814,1.7676606,5147.631157466847,5164.8306
20815,1.7622736,5147.715835475819,5164.9155
20816,1.7551992,5147.801000140015,5165.001
20817,1.7551992,5147.888598080332,5165.089
20818,1.7509232,5147.973276089304,5165.174
20819,1.7509232,5148.06087402962,5165.2617
20820,1.7404835,5148.1455520385925,5165.3467
20821,1.7309238,5148.230230047565,5165.4316
20822,1.7257425,5148.317827987881,5165.5195
20823,1.6909013,5148.402992652077,5165.605
20824,1.6909013,5148.487670661049,5165.69
20825,1.6909013,5148.575268601366,5165.778
20826,1.6909013,5148.659946610338,5165.863
20827,1.6838465,5148.747544550654,5165.9507
20828,1.6838465,5148.832222559627,5166.0356
20829,1.67031,5148.9173872238225,5166.121
20830,1.6540438,5149.004985164139,5166.209
20831,1.6540438,5149.089663173111,5166.294
20832,1.6360035,5149.1743411820835,5166.379
20833,1.6360035,5149.2619391224,5166.467
20834,1.618541,5149.347103786596,5166.5522
20835,1.6015121,5149.434701726912,5166.64
20836,1.5696298,5149.519379735884,5166.725
20837,1.5580891,5149.604057744857,5166.81
20838,1.5580891,5149.691655685173,5166.898
20839,1.5580891,5149.77682034937,5166.9834
20840,1.5580891,5149.861498358342,5167.0684
20841,1.5504514,5149.949096298657,5167.1562
20842,1.5504514,5150.03377430763,5167.241
20843,1.5375386,5150.121372247946,5167.329
20844,1.5153874,5150.206536912143,5167.4146
20845,1.4976118,5150.291214921115,5167.4995
20846,1.4859093,5150.3788128614315,5167.5874
20847,1.4859093,5150.463490870404,5167.6724
20848,1.457331,5150.551088810719,5167.7603
20849,1.457331,5150.636253474916,5167.8457
20850,1.4320912,5150.720931483888,5167.9307
20851,1.4284762,5150.808529424205,5168.0186
20852,1.4284762,5150.893207433177,5168.1035
20853,1.4284762,5150.978372097373,5168.189
20854,1.4284762,5151.065970037689,5168.277
20855,1.4262422,5151.150648046661,5168.362
20856,1.4262422,5151.238245986978,5168.4497
20857,1.4198141,5151.323410651174,5168.535
20858,1.4198141,5151.408088660146,5168.62
20859,1.4134212,5151.495686600462,5168.708
20860,1.4046024,5151.580851264659,5168.7935
20861,1.4046024,5151.665529273631,5168.8784
20862,1.4070847,5151.753127213947,5168.9663
20863,1.4070847,5151.837805222919,5169.0513
20864,1.4094456,5151.92588981846,5169.1396
20865,1.4239202,5152.010567827432,5169.2246
20866,1.4239202,5152.0952458364045,5169.3096
20867,1.4239202,5152.182843776721,5169.3975
20868,1.4239202,5152.268008440917,5169.483
20869,1.4204963,5152.352686449889,5169.568
20870,1.4204963,5152.440284390205,5169.656
20871,1.4482393,5152.525449054401,5169.741
20872,1.4482393,5152.6130469947175,5169.829
20873,1.4603965,5152.69772500369,5169.914
20874,1.4655771,5152.782889667887,5169.9995
20875,1.4838349,5152.870487608202,5170.0874
20876,1.4997516,5152.955165617174,5170.1724
20877,1.5071546,5153.042763557491,5170.2603
20878,1.5208893,5153.127928221687,5170.3457
20879,1.5229918,5153.21260623066,5170.4307
20880,1.5229918,5153.300204170976,5170.5186
20881,1.5229918,5153.385368835172,5170.604
20882,1.5229918,5153.470046844144,5170.689
20883,1.5237758,5153.5576447844605,5170.777
20884,1.5251925,5153.642809448656,5170.8623
20885,1.5275874,5153.730407388973,5170.95
20886,1.5275874,5153.815085397945,5171.035
20887,1.5468187,5153.900250062142,5171.1206
20888,1.5468187,5153.987848002458,5171.2085
20889,1.5439034,5154.073012666654,5171.294
20890,1.542685,5154.157690675626,5171.379
20891,1.5444815,5154.245288615943,5171.467
20892,1.5175003,5154.3304532801385,5171.5522
20893,1.5175003,5154.418051220455,5171.64
20894,1.5175003,5154.502729229427,5171.725
20895,1.5175003,5154.587893893624,5171.8105
20896,1.5221565,5154.675491833939,5171.8984
20897,1.5221565,5154.760169842912,5171.9834
20898,1.5127174,5154.845334507108,5172.069
20899,1.4891922,5154.932932447425,5172.1567
20900,1.4891922,5155.018097111621,5172.242
20901,1.4677818,5155.105695051937,5172.33
20902,1.4677818,5155.190373060909,5172.415
20903,1.4500781,5155.275537725105,5172.5005
20904,1.4295301,5155.363135665421,5172.5884
20905,1.3979582,5155.448300329618,5172.674
20906,1.3901381,5155.5358982699345,5172.7617
20907,1.3901381,5155.620576278907,5172.8467
20908,1.3901381,5155.705740943103,5172.932
20909,1.3901381,5155.793338883419,5173.02
20910,1.3895227,5155.878503547615,5173.1055
20911,1.3895227,5155.963181556587,5173.1904
20912,1.3850223,5156.0507794969035,5173.2783
20913,1.3776445,5156.1359441611,5173.364
20914,1.365462,5156.223542101417,5173.4517
20915,1.3559856,5156.308706765612,5173.537
20916,1.3559856,5156.393384774585,5173.622
20917,1.361265,5156.481469370125,5173.7104
20918,1.361265,5156.566147379097,5173.7954
20919,1.3588213,5156.651312043294,5173.881
20920,1.3882436,5156.73890998361,5173.9688
20921,1.3882436,5156.823587992582,5174.0537
20922,1.3882436,5156.911672588122,5174.142
20923,1.3882436,5156.9963505970945,5174.227
20924,1.3893124,5157.08151526129,5174.3125
20925,1.3893124,5157.169113201607,5174.4004
20926,1.4256631,5157.2542778658035,5174.486
20927,1.4256631,5157.34187580612,5174.5737
20928,1.4389199,5157.427040470316,5174.659
20929,1.4452798,5157.511718479288,5174.744
20930,1.4452798,5157.599316419604,5174.832
20931,1.4930776,5157.6844810838,5174.9175
20932,1.4930776,5157.769645747997,5175.003
20933,1.5349615,5157.857243688313,5175.091
20934,1.558666,5157.941921697286,5175.176
20935,1.558666,5158.030006292825,5175.264
20936,1.558666,5158.114684301798,5175.349
20937,1.558666,5158.199848965994,5175.4346
20938,1.5643188,5158.28744690631,5175.5225
20939,1.5643188,5158.372611570507,5175.608
20940,1.6145883,5158.457289579479,5175.693
20941,1.6145883,5158.545374175019,5175.7812
20942,1.6387403,5158.630052183991,5175.866
20943,1.6570281,5158.718136779531,5175.9546
20944,1.6811079,5158.802814788503,5176.0396
20945,1.7010255,5158.8879794527,5176.125
20946,1.716334,5158.9755773930165,5176.213
20947,1.7383527,5159.060742057212,5176.2983
20948,1.7574217,5159.145906721409,5176.384
20949,1.7574217,5159.2335046617245,5176.4717
20950,1.7574217,5159.318669325921,5176.557
20951,1.7574217,5159.406267266238,5176.645
20952,1.765751,5159.4914319304335,5176.7305
20953,1.7729466,5159.576109939406,5176.8154
20954,1.7849249,5159.664194534947,5176.904
20955,1.7849249,5159.748872543918,5176.989
20956,1.8036557,5159.836957139459,5177.077
20957,1.8036557,5159.921635148431,5177.162
20958,1.810217,5160.006799812627,5177.2476
20959,1.8149427,5160.094397752943,5177.3354
20960,1.8202994,5160.17956241714,5177.421
20961,1.8335899,5160.264727081336,5177.5063
20962,1.8335899,5160.352325021652,5177.594
20963,1.8335899,5160.437489685848,5177.6797
20964,1.8335899,5160.525087626164,5177.7676
20965,1.8404721,5160.610252290361,5177.853
20966,1.8404721,5160.695416954557,5177.9385
20967,1.8410485,5160.783014894873,5178.0264
20968,1.8475049,5160.868179559069,5178.112
20969,1.8475049,5160.9528575680415,5178.197
20970,1.8520334,5161.040942163582,5178.285
20971,1.8520334,5161.125620172555,5178.37
20972,1.854282,5161.213704768094,5178.4585
20973,1.8569914,5161.298869432291,5178.544
20974,1.8586371,5161.3835474412635,5178.629
20975,1.8593551,5161.471632036803,5178.7173
20976,1.8593551,5161.556310045776,5178.8022
20977,1.8593551,5161.641474709972,5178.8877
20978,1.8593551,5161.729559305512,5178.976
20979,1.8612988,5161.814237314485,5179.061
20980,1.8612988,5161.9023219100245,5179.1494
20981,1.8614192,5161.986999918997,5179.2344
20982,1.8632871,5162.072164583193,5179.32
20983,1.8633403,5162.1602491787335,5179.408
20984,1.8628514,5162.244927187706,5179.493
20985,1.8628514,5162.333011783246,5179.5815
20986,1.8591437,5162.418176447442,5179.667
20987,1.8591437,5162.502854456415,5179.752
20988,1.8593485,5162.590939051955,5179.8403
20989,1.8491364,5162.6761037161505,5179.926
20990,1.8491364,5162.760781725123,5180.0107
20991,1.8491364,5162.848866320664,5180.099
20992,1.8491364,5162.934030984859,5180.1846
20993,1.846186,5163.021628925176,5180.2725
20994,1.846186,5163.106793589372,5180.358
20995,1.8356416,5163.191958253568,5180.4434
20996,1.8356416,5163.279556193885,5180.5312
